Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Publication_Date,Total_Passengers,Fatal_Injury_Number,Uninjured_Number
20001208X06699,Accident,CHI96LA340,1996-09-14,"WONDER LAKE, IL",United States,,Non-Fatal,Substantial,N1381Q,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,18-02-1997,1.0,0.0,1.0
20001208X06776,Accident,LAX96LA337,1996-09-15,"SAN CARLOS, AZ",United States,SAN CARLOS,Non-Fatal,Substantial,N5120H,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,30-05-1997,1.0,0.0,1.0
20001208X06801,Accident,NYC96LA185,1996-09-16,"STOW, MA",United States,MINUTE MAN,Non-Fatal,Substantial,N737MD,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,29-04-1997,2.0,0.0,1.0
20001208X06800,Accident,NYC96LA184,1996-09-16,"SHIRLEY, NY",United States,BROOKHAVEN,Non-Fatal,Substantial,N737GJ,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,29-04-1997,1.0,0.0,1.0
20001208X06708,Accident,CHI96LA352,1996-09-17,"AURORA, IL",United States,AURORA MUNICIPAL,Non-Fatal,Substantial,N966LA,Cessna,172RG,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,23-05-1997,1.0,0.0,1.0
20001208X06777,Accident,LAX96LA338,1996-09-17,"FRESNO, CA",United States,,Non-Fatal,Substantial,N94381,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Climb,02-02-1998,1.0,0.0,1.0
20001208X06700,Accident,CHI96LA341,1996-09-17,"LAKEVILLE, MN",United States,AIRLAKE,Non-Fatal,Substantial,N757PC,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,23-05-1997,1.0,0.0,1.0
20001208X06717,Incident,FTW96IA389,1996-09-18,"SAN ANTONIO, TX",United States,,Incident,,DAIGK,Airbus,AE 340-300,2.0,Turbo Fan,Unknown,0.0,0.0,8.0,166.0,VMC,Cruise,30-09-1997,174.0,0.0,0.9540229885057471
20001208X06715,Accident,FTW96FA390,1996-09-19,"WACO, TX",United States,,Fatal(1),Destroyed,N3020T,Cessna,320C,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Approach,30-09-1997,1.0,1.0,0.0
20001208X06781,Accident,LAX96LA345,1996-09-19,"EHRENBERG, AZ",United States,,Non-Fatal,Substantial,N5536T,Cessna,172F,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,16-12-1996,2.0,0.0,1.0
20001208X06764,Accident,LAX96FA339,1996-09-20,"LITTLEFIELD, AZ",United States,ST GEORGE MUNICIPAL,Fatal(1),Destroyed,N6468H,Cessna,T207A,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Descent,26-08-2002,1.0,1.0,0.0
20001208X06803,Accident,NYC96LA187,1996-09-20,"DERRY, NH",United States,,Non-Fatal,Substantial,N2738K,Cessna,180K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,30-06-1997,1.0,0.0,1.0
20001208X06741,Accident,FTW96LA397,1996-09-20,"LONESTAR, TX",United States,,Non-Fatal,Substantial,N369PT,Cessna,T210L,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,18-02-1997,1.0,0.0,0.0
20001208X06758,Accident,IAD96LA150,1996-09-21,"TEMPLETON, MA",United States,,Non-Fatal,Destroyed,N2607J,Cessna,150G,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Cruise,31-03-1998,1.0,0.0,0.0
20001208X06760,Accident,IAD96LA152,1996-09-21,"HANOVER, PA",United States,HANOVER,Non-Fatal,Substantial,N2731G,Cessna,182B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,31-03-1998,1.0,0.0,1.0
20001208X06757,Accident,IAD96LA149,1996-09-21,"RICHWOOD, WV",United States,,Non-Fatal,Substantial,N848LF,Cessna,172P,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Climb,31-03-1998,3.0,0.0,1.0
20001208X06737,Accident,FTW96LA393,1996-09-21,"BOULDER, CO",United States,BOULDER MUNICIPAL,Non-Fatal,Substantial,N7568V,Cessna,177RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Takeoff,25-08-1997,3.0,0.0,1.0
20001208X06689,Accident,CHI96FA348,1996-09-22,"SAINT CLAIR, MN",United States,,Fatal(1),Destroyed,N5373R,Cessna,172F,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,25-08-1997,1.0,1.0,0.0
20001208X06817,Accident,SEA96LA218,1996-09-22,"ENTERPRISE, OR",United States,PITTSBURG,Non-Fatal,Substantial,N2496D,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,28-02-1997,1.0,0.0,1.0
20001208X06816,Accident,SEA96LA217,1996-09-22,"DRIGGS, ID",United States,TETON PEAKS/DRIGGS MUNI,Non-Fatal,Substantial,N9017M,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,28-02-1997,2.0,0.0,1.0
20001208X06707,Accident,CHI96LA350,1996-09-22,"GERMANTOWN HILL, IL",United States,,Non-Fatal,Substantial,N904SW,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,23-05-1997,1.0,0.0,0.0
20001208X06759,Accident,IAD96LA151,1996-09-23,"LIBERTY, KY",United States,,Fatal(1),Destroyed,N1947Z,Cessna,150C,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,31-03-1998,1.0,1.0,0.0
20001208X06649,Accident,ANC96FA162,1996-09-23,"ANCHORAGE, AK",United States,LAKE HOOD SEAPLANE BASE,Fatal(3),Destroyed,N7312C,Cessna,206G,1.0,Reciprocating,Unknown,3.0,2.0,0.0,0.0,VMC,Takeoff,31-03-1998,5.0,0.6,0.0
20001208X06748,Accident,FTW96TA400,1996-09-24,"SNYDER, TX",United States,WINSTON FIELD,Non-Fatal,Substantial,N9537J,Cessna,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,23-05-1997,1.0,0.0,1.0
20001208X06762,Accident,IAD96LA154,1996-09-25,"KANSAS, OH",United States,,Non-Fatal,Substantial,N6336A,Cessna,182,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,31-03-1998,2.0,0.0,1.0
20001208X06761,Accident,IAD96LA153,1996-09-25,"PATASKALA, OH",United States,,Non-Fatal,Substantial,N3619J,Cessna,188,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Cruise,29-08-1997,1.0,0.0,1.0
20001208X06690,Accident,CHI96FA353,1996-09-26,"GREENVILLE, MO",United States,,Fatal(4),Destroyed,N195WR,Cessna,195,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,31-03-1998,4.0,1.0,0.0
20001208X06805,Accident,NYC96LA189,1996-09-28,"DEAL, NJ",United States,,Non-Fatal,Substantial,N84593,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,21-08-1997,4.0,0.0,1.0
20001208X06671,Accident,ANC96LA165,1996-09-28,"NOME, AK",United States,,Non-Fatal,Substantial,N222WH,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,31-03-1998,1.0,0.0,1.0
20001208X06709,Accident,CHI96LA354,1996-09-29,"DELAVAN, WI",United States,LAKE LAWN,Non-Fatal,Substantial,N7216Q,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,23-05-1997,1.0,0.0,1.0
20001208X06820,Accident,SEA96LA221,1996-09-30,"CEDAR CITY, UT",United States,HAMILTON FORT RANCHES,Non-Fatal,Substantial,N5459H,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,03-04-1997,1.0,0.0,1.0
20001208X06864,Accident,DCA97RA001,1996-10-02,"LIMA, Peru",Peru,,Fatal(70),Destroyed,N52AW,Boeing,B-757-23A,2.0,Turbo Jet,Unknown,70.0,0.0,0.0,0.0,IMC,,13-01-1998,70.0,1.0,0.0
20001208X06848,Accident,CHI97LA002,1996-10-03,"FINLEY, ND",United States,,Non-Fatal,Substantial,N185ND,Cessna,185,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,23-12-1996,2.0,0.0,1.0
20001208X06847,Accident,CHI97LA001,1996-10-03,"ALLEGAN, MI",United States,PADGHAM FIELD,Non-Fatal,Substantial,N5393C,Cessna,140A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,23-05-1997,2.0,0.0,1.0
20001208X06966,Accident,SEA97FA001,1996-10-04,"CANBY, OR",United States,,Fatal(3),Destroyed,N196CH,Boeing,BV-107 II,2.0,Turbo Shaft,Unknown,3.0,0.0,0.0,0.0,VMC,Cruise,10-10-1997,3.0,1.0,0.0
20001208X06958,Accident,NYC97LA001,1996-10-04,"COUDERSPORT, PA",United States,,Non-Fatal,Destroyed,N5154E,Cessna,172,1.0,Reciprocating,Aerial Observation,0.0,2.0,0.0,0.0,VMC,Maneuvering,29-08-1997,2.0,0.0,0.0
20001208X06943,Accident,MIA97LA002,1996-10-04,"HARTSVILLE, SC",United States,HARTSVILLE MUNICIPAL,Non-Fatal,Substantial,N94526,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,16-12-1996,1.0,0.0,1.0
20001208X06871,Accident,FTW97LA005,1996-10-04,"COLORADO SPGS, CO",United States,COLORADO SPRINGS,Non-Fatal,Substantial,N25772,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,01-02-1997,1.0,0.0,1.0
20001208X06910,Accident,LAX97FA003,1996-10-05,"GRAND CANYON, AZ",United States,,Fatal(4),Destroyed,N6267R,Cessna,172RG,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,21-08-1997,4.0,1.0,0.0
20001208X06959,Accident,NYC97LA002,1996-10-05,"CHATHAM, MA",United States,CHATHAM MUNICIPAL,Non-Fatal,Substantial,N3707R,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,31-10-1997,4.0,0.0,1.0
20001208X06899,Accident,IAD97LA002,1996-10-05,"SUNBURY, PA",United States,,Non-Fatal,Substantial,N6741S,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,31-03-1998,2.0,0.0,1.0
20001208X06874,Accident,FTW97LA008,1996-10-05,"TUTTLE, OK",United States,THOMPSON FIELD,Non-Fatal,Substantial,N172JF,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,03-04-1997,4.0,0.0,1.0
20001208X06960,Accident,NYC97LA003B,1996-10-06,"MANSFIELD, MA",United States,MANSFIELD MUNICIPAL,Non-Fatal,Substantial,N25589,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Standing,30-06-1997,3.0,0.0,1.0
20001208X06872,Accident,FTW97LA006,1996-10-06,"MOUNT PLEASANT, TX",United States,,Non-Fatal,Substantial,N8171T,Cessna,175B,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,23-05-1997,1.0,0.0,0.0
20001208X06917,Accident,LAX97LA007,1996-10-07,"MESA, AZ",United States,,Non-Fatal,Substantial,N1332Y,Cessna,172C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,30-09-1997,1.0,0.0,1.0
20001208X06876,Accident,FTW97LA010,1996-10-07,"GULF OF MEXICO, GM",United States,,Non-Fatal,Substantial,N5525L,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,02-05-1997,2.0,0.0,0.0
20001208X06968,Accident,SEA97FA005,1996-10-08,"EVERETT, WA",United States,SNOHOMISH CO.(PAINE FLD),Fatal(1),Destroyed,N761TQ,Cessna,T210M,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,31-03-1998,1.0,1.0,0.0
20001208X06974,Accident,SEA97LA007,1996-10-08,"MANZANITA, OR",United States,NEHALEM BAY STATE,Non-Fatal,Substantial,N759RE,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,28-02-1997,3.0,0.0,1.0
20001208X06945,Accident,MIA97LA004,1996-10-08,"RINGGOLD, GA",United States,,Non-Fatal,Substantial,N2286Y,Cessna,177,1.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,VMC,Takeoff,18-02-1997,1.0,0.0,0.0
20001208X06922,Accident,LAX97LA012,1996-10-08,"TRUCKEE, CA",United States,TRUCKEE-TAHOE,Non-Fatal,Substantial,N7833Q,Cessna,310Q,2.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Approach,05-09-1997,1.0,0.0,0.0
20001208X06912,Accident,LAX97LA001,1996-10-10,"TRUCKEE, CA",United States,,Non-Fatal,Substantial,N9403X,Cessna,210A,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,25-08-1997,2.0,0.0,0.5
20001208X06902,Accident,IAD97LA005,1996-10-10,"MENTOR, KY",United States,,Non-Fatal,Substantial,N6163N,Cessna,T210M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,30-09-1997,1.0,0.0,1.0
20001208X06979,Accident,SEA97LA014A,1996-10-12,"ALBANY, OR",United States,ALBANY MUNICIPAL,Non-Fatal,Substantial,N9579H,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Landing,30-05-1997,4.0,0.0,0.75
20001208X06925,Accident,LAX97LA015,1996-10-12,"AGUA DULCE, CA",United States,AGUA DULCE,Non-Fatal,Substantial,N4924D,Cessna,182A,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Cruise,25-08-1997,4.0,0.0,0.0
20001208X06853,Accident,CHI97LA007,1996-10-13,"HILLSDALE, MI",United States,HILLSDALE MUNICIPAL,Non-Fatal,Destroyed,N5720B,Cessna,182,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,Approach,23-05-1997,4.0,0.0,0.0
20001208X06905,Accident,IAD97LA008,1996-10-13,"GERMANTOWN, KY",United States,,Non-Fatal,Substantial,N8299U,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,31-10-1997,1.0,0.0,0.0
20001208X06837,Accident,ATL97LA006,1996-10-13,"FAYETTEVILLE, NC",United States,FAYETTEVILLE REGIONAL,Non-Fatal,Substantial,N20EC,Cessna,337G,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,25-08-1997,2.0,0.0,1.0
20001208X06861,Accident,CHI97LA015,1996-10-14,"NEW RICHMOND, WI",United States,NEW RICHMOND,Non-Fatal,Substantial,N1535C,Cessna,180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,18-02-1997,2.0,0.0,1.0
20001208X06927,Accident,LAX97LA018,1996-10-15,"KINGSBURG, CA",United States,,Non-Fatal,Destroyed,N6187K,Cessna,172P,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Cruise,30-09-1997,1.0,0.0,0.0
20001208X06981,Accident,SEA97LA017,1996-10-17,"POCATELLO, ID",United States,,Non-Fatal,Substantial,N5117N,Cessna,182Q,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Approach,21-08-1997,1.0,0.0,0.0
20001208X06931,Accident,LAX97LA022,1996-10-17,"IMPERIAL, CA",United States,IMPERIAL COUNTY,Non-Fatal,Substantial,N48728,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,30-09-1997,1.0,0.0,1.0
20001208X06961,Accident,NYC97LA007,1996-10-18,"PASADENA, MD",United States,BALTIMORE-WASHINGTON,Non-Fatal,Destroyed,N8226,Cessna,310Q,2.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Approach,31-10-1997,2.0,0.0,0.0
20001208X06954,Accident,MIA97WA015,1996-10-18,"BOLOGNESI, Peru",Peru,,Fatal(3),Destroyed,,Cessna,404,,Unknown,Unknown,3.0,0.0,0.0,0.0,UNK,,02-11-1996,3.0,1.0,0.0
20001208X06889,Accident,FTW97LA024,1996-10-18,"CLINTON, AR",United States,CLINTON MUNICIPAL,Non-Fatal,Substantial,N5463L,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,23-12-1996,2.0,0.0,0.0
20001208X06885,Accident,FTW97LA020,1996-10-18,"LONGMONT, CO",United States,VANCE BRAND,Non-Fatal,Substantial,N430N,Cessna,320A,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,23-05-1997,1.0,0.0,1.0
20001208X06947,Accident,MIA97LA007,1996-10-19,"FRUITLAND PARK, FL",United States,FLYING PALOMINO RANCH,Non-Fatal,Substantial,N5155E,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,29-08-1997,1.0,0.0,1.0
20001208X06946,Accident,MIA97LA006,1996-10-19,"LEXINGTON, TN",United States,FRANKLIN WILKINS,Non-Fatal,Substantial,N7102F,Cessna,150F,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,30-05-1997,2.0,0.0,0.0
20001208X06906,Accident,IAD97LA009,1996-10-20,"LEBANON, OH",United States,,Fatal(1),Destroyed,N9890T,Cessna,172A,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Takeoff,30-01-1998,1.0,1.0,0.0
20001208X06948,Accident,MIA97LA008A,1996-10-20,"TAMPA, FL",United States,VANDENBERG,Non-Fatal,Substantial,N81SC,Cessna,21OK,1.0,Reciprocating,Personal,0.0,0.0,1.0,5.0,VMC,Approach,31-03-1998,6.0,0.0,0.8333333333333334
20001208X06952,Accident,MIA97RA011,1996-10-22,"MANTA, Ecuador",Ecuador,,Fatal(34),Destroyed,N751MA,Boeing,707-323,,Unknown,Unknown,34.0,50.0,0.0,0.0,VMC,,30-10-1996,84.0,0.40476190476190477,0.0
20001208X06938,Accident,MIA97FA010,1996-10-22,"VENICE, FL",United States,VENICE MUNICIPAL,Non-Fatal,Substantial,N5130F,Cessna,172F,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,18-02-1997,1.0,0.0,0.0
20001208X06893,Accident,FTW97LA028,1996-10-24,"GIDDINGS, TX",United States,,Non-Fatal,Substantial,N185XX,Cessna,A185E,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,IMC,Cruise,25-08-1997,3.0,0.0,0.0
20001208X06983,Accident,SEA97LA019,1996-10-25,"UTICA, MT",United States,ROGERS RANCH,Non-Fatal,Substantial,N2419D,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,03-04-1997,2.0,0.0,1.0
20001208X06839,Accident,ATL97LA008,1996-10-25,"MACON, GA",United States,HERBERT SMART DOWNTOWN,Non-Fatal,Substantial,N757CU,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,21-08-1997,2.0,0.0,1.0
20001208X06962,Accident,NYC97LA008,1996-10-26,"HILTON, NY",United States,PRIVATE FIELD,Non-Fatal,Substantial,N5535R,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,31-10-1997,1.0,0.0,1.0
20001208X06909,Accident,IAD97LA013,1996-10-26,"WAKEFIELD, VA",United States,WAKFIELD MUNICIPAL,Non-Fatal,Substantial,N83N,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,31-03-1998,2.0,0.0,1.0
20001208X06939,Accident,MIA97FA013,1996-10-26,ST. CROIX,,ALEXANDER HAMILTON,Fatal(3),Destroyed,N9818L,Cessna,172P,1.0,Reciprocating,Other Work Use,3.0,0.0,0.0,0.0,VMC,Takeoff,31-03-1998,3.0,1.0,0.0
20001208X06898,Accident,IAD97FA014,1996-10-29,"BRANDY STATION, VA",United States,CULPEPER COUNTY,Fatal(2),Destroyed,N7737G,Cessna,172L,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Approach,30-01-1998,2.0,1.0,0.0
20001208X06863,Accident,CHI97MA017,1996-10-30,"WHEELING, IL",United States,PALWAUKEE MUNICIPAL,Fatal(4),Destroyed,N23AC,Gulfstream,G-IV,2.0,Turbo Jet,Executive/corporate,4.0,0.0,0.0,0.0,VMC,Takeoff,31-03-1998,4.0,1.0,0.0
20001208X06936,Accident,LAX97LA029,1996-10-31,"SHOW LOW, AZ",United States,SHOW LOW MUNI,Non-Fatal,Destroyed,N1039Q,Cessna,310H,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,25-08-1997,1.0,0.0,1.0
20001208X06845,Accident,ATL97LA016,1996-10-31,"OCILLA, GA",United States,,Non-Fatal,Substantial,N731BQ,Cessna,188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,31-03-1998,1.0,0.0,1.0
20001208X07100,Accident,MIA97WA018,1996-11-01,"FLORES, Guatemala",Guatemala,,Fatal(14),Destroyed,,Embraer,EMB-110,,Unknown,Unknown,14.0,0.0,0.0,0.0,VMC,,10-11-1996,14.0,1.0,0.0
20001208X07064,Accident,LAX97LA033,1996-11-01,"LAKE HAVASU, AZ",United States,LAKE HAVASU CITY,Non-Fatal,Destroyed,N2825V,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,21-08-1997,1.0,0.0,1.0
20001208X07032,Accident,FTW97LA041,1996-11-01,"TULSA, OK",United States,RIVERSIDE JONES,Non-Fatal,Substantial,N9520B,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,25-08-1997,1.0,0.0,1.0
20001208X07009,Accident,CHI97LA023,1996-11-02,"MINNEAPOLIS, KS",United States,PRIVATE,Non-Fatal,Substantial,N3008J,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,30-06-1997,2.0,0.0,1.0
20001208X07114,Accident,SEA97LA024,1996-11-03,"PRICE, UT",United States,CARBON COUNTY,Non-Fatal,Substantial,N19EC,Cessna,A185E,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,31-03-1998,2.0,0.0,1.0
20001208X07007,Accident,CHI97LA021,1996-11-03,"KIRKSVILLE, MO",United States,,Non-Fatal,Substantial,N30614,Cessna,177A,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Cruise,23-05-1997,4.0,0.0,0.75
20001208X06997,Accident,CHI97FA024,1996-11-04,"CHANCELLOR, SD",United States,,Fatal(1),Destroyed,N34994,Cessna,177B,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Unknown,31-03-1998,1.0,1.0,0.0
20001208X07029,Accident,FTW97LA037,1996-11-05,"GRAND PRAIRIE, TX",United States,,Non-Fatal,Substantial,N6546N,Cessna,T210N,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Approach,01-02-1997,1.0,0.0,1.0
20001208X07068,Accident,LAX97LA038,1996-11-06,"ELK GROVE, CA",United States,SUNSET SKYRANCH,Non-Fatal,Substantial,N30115,Cessna,210L,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Takeoff,21-08-1997,1.0,0.0,0.0
20001208X07110,Accident,NYC97WA015,1996-11-07,"DONZEIL, France",France,,Fatal(8),Destroyed,,Cessna,421,,Unknown,Business,8.0,0.0,0.0,0.0,IMC,,05-01-1998,8.0,1.0,0.0
20001208X07106,Accident,NYC97LA014,1996-11-07,"PAWTUCKET, RI",United States,NORTH CENTRAL,Non-Fatal,Destroyed,N36JM,Cessna,340A,2.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,IMC,Approach,29-08-1997,3.0,0.0,0.3333333333333333
20001208X07116,Accident,SEA97LA026,1996-11-07,"HARDIN, MT",United States,PRIVATE AIRSTRIP,Non-Fatal,Substantial,N3126S,Cessna,182G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,30-05-1997,2.0,0.0,1.0
20001208X07089,Accident,MIA97FA021,1996-11-08,"JASPER, GA",United States,,Fatal(1),Destroyed,N4970F,Cessna,TU206B,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Maneuvering,29-08-1997,1.0,1.0,0.0
20001208X07028,Accident,FTW97LA036,1996-11-09,"TULSA, OK",United States,,Non-Fatal,Substantial,N8960U,Cessna,150M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,23-05-1997,1.0,0.0,1.0
20001208X07067,Accident,LAX97LA037,1996-11-11,"WILLIAMS, AZ",United States,VALLE,Non-Fatal,Destroyed,N714VX,Cessna,152,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,30-09-1997,1.0,0.0,0.0
20001208X07050,Accident,IAD97LA019,1996-11-11,"EDGERTON, OH",United States,,Fatal(1),Destroyed,N5627E,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,31-03-1998,1.0,1.0,0.0
20001208X07020,Accident,FTW97FA039,1996-11-12,"COLORADO CITY, TX",United States,,Fatal(1),Destroyed,N5116N,Cessna,182Q,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,30-09-1997,1.0,1.0,0.0
20001208X07034,Accident,FTW97LA047,1996-11-12,"ALAMOSA, CO",United States,SAN LUIS VALLEY REGIONAL,Non-Fatal,Substantial,N3293Y,Cessna,182E,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,23-05-1997,2.0,0.0,1.0
20001208X07010,Accident,CHI97LA026,1996-11-12,"WAUKEGAN, IL",United States,WAUKEGAN REGIONAL,Non-Fatal,Substantial,N55161,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,25-08-1997,1.0,0.0,1.0
20001208X07054,Accident,LAX97FA036,1996-11-14,"VAN NUYS, CA",United States,VAN NUYS,Fatal(1),Destroyed,N8046M,Cessna,310I,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Go-around,23-04-1998,1.0,1.0,0.0
20001208X07113,Accident,SEA97FA027,1996-11-15,"BORING, OR",United States,,Fatal(1),Destroyed,N7823K,Cessna,P210N,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,31-03-1998,1.0,1.0,0.0
20001208X06999,Accident,CHI97FA027,1996-11-15,"SPRINGFIELD, MO",United States,SPRINGFIELD REGIONAL,Fatal(1),Destroyed,N5083C,Cessna,T210N,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,23-07-1999,1.0,1.0,0.0
