Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Publication_Date,Total_Passengers,Fatal_Injury_Number,Uninjured_Number
20001218X45446,Accident,CHI81LA106,1981-08-01,"COTTON, MN",United States,,Fatal(4),Destroyed,N4988E,Cessna,180,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Unknown,06-11-2001,4.0,1.0,0.0
20020909X01562,Accident,SEA82DA022,1982-01-01,"PULLMAN, WA",United States,BLACKBURN AG STRIP,Non-Fatal,Substantial,N2482N,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,01-01-1982,2.0,0.0,1.0
20020909X01561,Accident,NYC82DA015,1982-01-01,"EAST HANOVER, NJ",United States,HANOVER,Non-Fatal,Substantial,N7967Q,Cessna,401B,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Landing,01-01-1982,2.0,0.0,1.0
20020917X02134,Accident,FTW82FRA14,1982-01-02,"HEARNE, TX",United States,HEARNE MUNICIPAL,Fatal(1),Destroyed,N758SK,Cessna,R172K,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,02-01-1983,1.0,1.0,0.0
20020917X01656,Accident,ANC82FAG14,1982-01-02,"SKWENTA, AK",United States,,Fatal(3),Destroyed,N7641A,Cessna,180,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Unknown,02-01-1983,3.0,1.0,0.0
20020917X02481,Accident,NYC82DA016,1982-01-02,"GALETON, PA",United States,CHERRY SPRINGS,Non-Fatal,Substantial,N25084,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,02-01-1983,1.0,0.0,1.0
20020917X01894,Accident,CHI82FEC08,1982-01-02,"YPSILANTI, MI",United States,WILLOW RUN,Non-Fatal,Substantial,N68812,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,02-01-1983,1.0,0.0,1.0
20020917X01776,Accident,CHI82DA020,1982-01-02,"CHARLOTTE, MI",United States,TINKERBELL,Non-Fatal,Substantial,N1549Q,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,02-01-1983,2.0,0.0,1.0
20020917X01905,Accident,DCA82AA008,1982-01-03,"ASHLAND, VA",United States,HANOVER COUNTY,Fatal(8),Destroyed,N2620L,Cessna,414A,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,IMC,Approach,03-01-1983,8.0,1.0,0.0
20020917X02340,Accident,MIA82DA030,1982-01-03,"COCOA, FL",United States,,Non-Fatal,Substantial,N94252,Cessna,210L,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Descent,03-01-1983,2.0,0.0,0.5
20020917X01992,Accident,FTW82DA036,1982-01-03,"FORT WORTH, TX",United States,OAK GROVE,Non-Fatal,Substantial,N71054,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,03-01-1983,2.0,0.0,0.0
20020917X01880,Accident,CHI82FA019,1982-01-04,"FORT WAYNE, IN",United States,,Fatal(2),Destroyed,N2CU,Cessna,T337G,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,Cruise,04-01-1983,4.0,0.5,0.0
20020917X02410,Accident,MIA82FKA05,1982-01-04,SAINT CROIX,,ALEXANDER HAMILTON,Fatal(1),Destroyed,N5151U,Cessna,206,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,VMC,Taxi,04-01-1983,2.0,0.5,0.0
20020917X02156,Accident,LAX82DA037,1982-01-05,"SPRINGERVILLE, AZ",United States,SPRINGERVILLE,Non-Fatal,Substantial,N738XP,Cessna,TR182,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,05-01-1983,1.0,0.0,1.0
20020917X01651,Accident,ANC82FA012,1982-01-05,"BETHEL, AK",United States,BETHEL,Non-Fatal,Substantial,N3343S,Cessna,A185F,1.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,Takeoff,05-01-1983,2.0,0.0,0.0
20020917X02423,Accident,MKC82DA016,1982-01-06,"ROLLA, MO",United States,DOWNTOWN,Non-Fatal,Substantial,N2672A,Cessna,340,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Approach,06-01-1983,3.0,0.0,1.0
20020917X01777,Accident,CHI82DA021,1982-01-06,"PAXTON, IL",United States,PAXTON MUNICIPAL,Non-Fatal,Substantial,N4900L,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,06-01-1983,2.0,0.0,1.0
20020917X02242,Accident,LAX82DVA10,1982-01-06,"NEAR BAKERSFIEL, CA",United States,,Non-Fatal,Substantial,N59737,Boeing,A75,1.0,Reciprocating,Unknown,0.0,1.0,0.0,1.0,IMC,Cruise,06-01-1983,2.0,0.0,0.5
20020917X01964,Accident,DEN82FA016,1982-01-07,"HELENA, MT",United States,,Fatal(2),Destroyed,N9763X,Cessna,210,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Cruise,07-01-1983,2.0,1.0,0.0
20020917X02414,Accident,MIA82FLD14,1982-01-08,"ODESSA, FL",United States,W. PASCO,Fatal(1),Destroyed,N80264,Cessna,172M,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,08-01-1983,1.0,1.0,0.0
20020917X02574,Accident,SEA82DA016,1982-01-08,"PULLMAN, WA",United States,PULLMAN-MOSCOW REGIONAL,Non-Fatal,Substantial,N6106U,Cessna,TU206G,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,08-01-1983,1.0,0.0,1.0
20020917X02484,Accident,NYC82DA019,1982-01-08,"CUTCHOGUE, NY",United States,,Non-Fatal,Substantial,N46681,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,08-01-1983,1.0,0.0,1.0
20020917X01779,Accident,CHI82DA023,1982-01-08,"PEORIA, IL",United States,MOUNT HAWLEY,Non-Fatal,Substantial,N6265P,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,08-01-1983,1.0,0.0,1.0
20020917X01778,Accident,CHI82DA022,1982-01-08,"SANDUSKY, OH",United States,GRIFFING-SANDUSKY,Non-Fatal,Substantial,N737LH,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,08-01-1983,2.0,0.0,1.0
20020917X01717,Accident,ATL82DLG09,1982-01-08,"GRANTITEVILLE, SC",United States,TWIN LAKES,Non-Fatal,Substantial,N25225,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,08-01-1983,1.0,0.0,1.0
20020917X02246,Accident,LAX82DVG12,1982-01-09,"NAPA, CA",United States,NAPA,Non-Fatal,Substantial,N731NZ,Cessna,P210N,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Landing,09-01-1983,4.0,0.0,0.75
20020917X01995,Accident,FTW82DA039,1982-01-09,"FRUIT VALE, TX",United States,PRIVATE STRIP,Non-Fatal,Substantial,N7355A,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,09-01-1983,2.0,0.0,1.0
20020917X02283,Accident,LAX82FJA03,1982-01-09,"MOKULEIA, HI",United States,DILLINGHAM,Non-Fatal,Substantial,N5639V,Cessna,305 (L-19),1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,09-01-1983,2.0,0.0,1.0
20020917X01981,Accident,DEN82FTE15,1982-01-09,"STEAMBOAT SPRIN, CO",United States,ROUTT CITY,Non-Fatal,Substantial,N2195G,Cessna,182A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,09-01-1983,1.0,0.0,1.0
20020917X02158,Accident,LAX82DA041,1982-01-10,"BULLHEAD CITY, AZ",United States,BULLHEAD CITY,Non-Fatal,Destroyed,N2753J,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,10-01-1983,4.0,0.0,1.0
20020917X02305,Accident,LAX82FUQ07,1982-01-10,"MOJAVE, CA",United States,,Non-Fatal,Substantial,N2644Q,Cessna,TU206F,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Landing,10-01-1983,4.0,0.0,0.0
20020917X01623,Accident,ANC82DA013,1982-01-10,"QUINHAGAK, AK",United States,,Non-Fatal,Substantial,N756YN,Cessna,U206,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,Cruise,10-01-1983,3.0,0.0,0.0
20020917X01965,Accident,DEN82FA017,1982-01-11,"RIVERTON, WY",United States,RIVERTON REGIONAL,Fatal(4),Destroyed,N6558A,Cessna,210N,1.0,Reciprocating,Personal,4.0,1.0,1.0,0.0,IMC,Takeoff,11-01-1983,6.0,0.6666666666666666,0.0
20020917X01982,Accident,DEN82FTE16,1982-01-11,"SAQUACHE, CO",United States,COCHETOPA,Non-Fatal,Substantial,N2332C,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,11-01-1983,1.0,0.0,1.0
20020917X01715,Accident,ATL82DKJ09,1982-01-11,"AUBURN, AL",United States,AUBURN/OPELIKA,Non-Fatal,Substantial,N424VW,Cessna,310L,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,11-01-1983,1.0,0.0,1.0
20020917X01897,Incident,CHI82IA026,1982-01-12,"CHICAGO, IL",United States,CHICAGO O'HARE INTER'L,Incident,,N31031,Lockheed,L-1011,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,149.0,UNK,Cruise,12-01-1983,149.0,0.0,1.0
20020917X01765,Incident,ATL82IA034,1982-01-12,"CLARKSBURG, WV",United States,BENEDUM,Incident,Minor,N615KC,Embraer,EMB-110P1,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,12-01-1983,2.0,0.0,1.0
20020917X01750,Accident,ATL82FKQ09,1982-01-12,"ABERDEEN, MS",United States,,Non-Fatal,Destroyed,N7706,Cessna,414,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,UNK,Descent,12-01-1983,3.0,0.0,0.0
20020917X01907,Accident,DCA82AA011,1982-01-13,"WASHINGTON, DC",United States,WASHINGTON NATIONAL,Fatal(78),Destroyed,N62AF,Boeing,737-222,2.0,Turbo Fan,Unknown,78.0,6.0,3.0,0.0,IMC,Takeoff,13-01-1983,87.0,0.896551724137931,0.0
20020917X01966,Accident,DEN82FA018,1982-01-15,"28 MI ENE OGDEN, UT",United States,,Fatal(3),Destroyed,N6520Y,Cessna,T210N,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Climb,15-01-1983,3.0,1.0,0.0
20020917X02395,Accident,MIA82DKJ03,1982-01-15,"MALONE, FL",United States,TAYLOR FARMS,Non-Fatal,Substantial,N5559T,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,15-01-1983,2.0,0.0,1.0
20020917X02576,Accident,SEA82DA018,1982-01-15,"SPOKANE, WA",United States,FELTS,Non-Fatal,Substantial,N72901,Cessna,140,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,15-01-1983,1.0,0.0,1.0
20020917X02487,Accident,NYC82DA023,1982-01-16,"SWANTON, VT",United States,FRANKLIN COUNTY,Non-Fatal,Substantial,N704KE,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,16-01-1983,1.0,0.0,1.0
20020917X02321,Accident,LAX82FVG14,1982-01-17,"DAVIS, CA",United States,UNIVERSITY,Fatal(1),Destroyed,N63182,Cessna,150M,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,17-01-1983,1.0,1.0,0.0
20020917X02294,Accident,LAX82FUJ24,1982-01-17,"SUNFLOWER, AZ",United States,,Non-Fatal,Destroyed,N7383S,Cessna,182P,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Other,17-01-1983,1.0,0.0,0.0
20020917X01624,Accident,ANC82DA014,1982-01-17,"ANCHORAGE, AK",United States,MERRILL FIELD,Non-Fatal,Destroyed,N63516,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Takeoff,17-01-1983,2.0,0.0,0.5
20020917X01914,Accident,DEN82DA019,1982-01-17,"CEDAR CITY, UT",United States,SWAINS CREEK,Non-Fatal,Substantial,N2600Y,Cessna,180E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,17-01-1983,1.0,0.0,1.0
20020917X01645,Accident,ANC82DAG15,1982-01-17,"TULUKSAK, AK",United States,,Non-Fatal,Substantial,N3574D,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,17-01-1983,2.0,0.0,1.0
20020917X02257,Accident,LAX82FA047,1982-01-18,"DOWNIEVILLE, CA",United States,,Fatal(1),Destroyed,N5295R,Cessna,172M,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,18-01-1983,1.0,1.0,0.0
20020917X01999,Accident,FTW82DA045,1982-01-18,"S.E. OF HOUMA, LA",United States,,Non-Fatal,Substantial,N2705K,Cessna,180K,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,18-01-1983,1.0,0.0,1.0
20020917X01722,Accident,ATL82FA037,1982-01-18,"MADISON COUNTY, AL",United States,HUNTSVILLE-MADISON COUNTY,Fatal(4),Substantial,N641CH,Cessna,210L,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Approach,18-01-1983,4.0,1.0,0.0
20020917X01978,Accident,DEN82FTA09,1982-01-19,"WOLF PT., MT",United States,,Fatal(1),Destroyed,N35147,Cessna,177B,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,UNK,Cruise,19-01-1983,3.0,0.3333333333333333,0.0
20020917X02488,Accident,NYC82DA024,1982-01-19,"ENFIELD, NH",United States,,Non-Fatal,Substantial,N68292,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,19-01-1983,1.0,0.0,1.0
20020917X02425,Accident,MKC82DA018,1982-01-19,"TOPEKA, KS",United States,,Non-Fatal,Substantial,N52757,Cessna,182P,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,1.0,VMC,Cruise,19-01-1983,2.0,0.0,0.5
20020917X02424,Accident,MKC82DA017,1982-01-19,"URBANDALE, IA",United States,MORNINGSTAR,Non-Fatal,Substantial,N1969Q,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,19-01-1983,2.0,0.0,1.0
20020917X02160,Accident,LAX82DA043,1982-01-19,"SANTA MONICA, CA",United States,SANTA MONICA,Non-Fatal,Substantial,N9255X,Cessna,182E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,19-01-1983,1.0,0.0,1.0
20020917X01997,Accident,FTW82DA042,1982-01-19,"SHREVEPORT, LA",United States,SHREVEPORT REGIONAL,Non-Fatal,Substantial,N6510S,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,19-01-1983,1.0,0.0,1.0
20020917X01806,Accident,CHI82DA056,1982-01-19,"NEAR LANSING, MI",United States,,Non-Fatal,Substantial,N4140G,Cessna,340A,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,UNK,Cruise,19-01-1983,2.0,0.0,1.0
20020917X02256,Accident,LAX82FA045,1982-01-20,"ESCONDIDO, CA",United States,,Fatal(3),Destroyed,N92387,Cessna,182N,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Descent,20-01-1983,3.0,1.0,0.0
20020917X02398,Accident,MIA82FA035,1982-01-20,"ORLANDO, FL",United States,HERNDON,Fatal(1),Substantial,N3318S,Cessna,210,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Approach,20-01-1983,2.0,0.5,0.5
20020917X01998,Accident,FTW82DA044,1982-01-20,"MIDLAND, TX",United States,MIDLAND AIRPARK,Non-Fatal,Substantial,N5350M,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,20-01-1983,1.0,0.0,1.0
20020917X02619,Accident,SEA82FA032,1982-01-21,"BOISE, ID",United States,,Fatal(4),Destroyed,N4947K,Cessna,P210N,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,21-01-1983,4.0,1.0,0.0
20020917X02467,Accident,MKC82FA019,1982-01-21,"NORTH KANSAS CI, MO",United States,,Fatal(1),Destroyed,N4553Q,Cessna,402A,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,21-01-1983,1.0,1.0,0.0
20020917X01626,Accident,ANC82DA016,1982-01-21,"PORT GRAHAM, AK",United States,ENGLISH BAY,Non-Fatal,Destroyed,N1729U,Cessna,207,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,21-01-1983,1.0,0.0,0.0
20020917X01767,Incident,ATL82IA041,1982-01-22,"LOUISVILLE, KY",United States,STANDIFORD FIELD,Incident,,N18FE,Dassault,FALCON 20,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,Descent,22-01-1983,2.0,0.0,1.0
20020917X02171,Accident,LAX82DA060,1982-01-22,"CARSON CITY, NV",United States,CARSON CITY,Non-Fatal,Substantial,N13083,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,22-01-1983,2.0,0.0,1.0
20020917X02622,Accident,SEA82FYK07,1982-01-23,"LAPINE, OR",United States,,Fatal(1),Destroyed,N8172B,Cessna,172,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Approach,23-01-1983,2.0,0.5,0.0
20020917X02400,Accident,MIA82FA038B,1982-01-23,"NEWPORT RICHEY, FL",United States,,Non-Fatal,Substantial,N45453,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,23-01-1983,3.0,0.0,1.0
20020917X02113,Accident,FTW82FPD08,1982-01-23,"SAGINAW, TX",United States,OLIVER FARMS,Non-Fatal,Substantial,N7219S,Cessna,150H,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,23-01-1983,1.0,0.0,0.0
20020917X02563,Accident,NYC82FNA10,1982-01-24,"TAUNTON, MA",United States,,Non-Fatal,Substantial,N80420,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,UNK,Approach,24-01-1983,2.0,0.0,0.0
20020917X02163,Accident,LAX82DA052,1982-01-24,"FLAGSTAFF, AZ",United States,PULLIAM FIELD,Non-Fatal,Substantial,N13533,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,24-01-1983,4.0,0.0,1.0
20020917X01895,Accident,CHI82FEE12,1982-01-24,"WHEELING, IL",United States,PAL WAUKEE,Non-Fatal,Substantial,N6492V,Cessna,172RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Standing,24-01-1983,2.0,0.0,1.0
20020917X01661,Accident,ATL82DA040,1982-01-24,"ATHENS, GA",United States,ATHENS MUNICIPAL,Non-Fatal,Substantial,N34975,Cessna,177,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Descent,24-01-1983,1.0,0.0,1.0
20020917X01646,Accident,ANC82DAG16,1982-01-25,"BETHEL, AK",United States,,Fatal(2),Destroyed,N71734,Cessna,182M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,25-01-1983,2.0,1.0,0.0
20020917X01652,Accident,ANC82FA017,1982-01-25,"ANCHORAGE, AK",United States,SKY HARBOR/O'MALLEY,Non-Fatal,Substantial,N4825B,Cessna,152II,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Descent,25-01-1983,1.0,0.0,0.0
20020917X02123,Accident,FTW82FPM09,1982-01-26,"MUSKOGEE, OK",United States,,Non-Fatal,Destroyed,N9413G,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,26-01-1983,1.0,0.0,0.0
20020917X02430,Accident,MKC82DA025,1982-01-26,"LEE'S SUMMIT, MO",United States,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,N9259H,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Taxi,26-01-1983,3.0,0.0,1.0
20020917X02427,Accident,MKC82DA021,1982-01-26,"ESSEX, MO",United States,,Non-Fatal,Substantial,N89772,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,26-01-1983,1.0,0.0,1.0
20020917X02491,Accident,NYC82DA027,1982-01-27,"ANSONIA, CT",United States,ANSONIA,Non-Fatal,Substantial,N4918H,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,27-01-1983,2.0,0.0,1.0
20020917X02164,Accident,LAX82DA053,1982-01-27,"LODI, CA",United States,KINGDON AIRPARK,Non-Fatal,Substantial,N64951,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,27-01-1983,1.0,0.0,1.0
20020917X01925,Accident,DEN82DA031,1982-01-27,"BROOMFIELD, CO",United States,JEFFERSON COUNTY,Non-Fatal,Substantial,N5745T,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,27-01-1983,1.0,0.0,1.0
20020917X02579,Accident,SEA82DA021,1982-01-28,"SUNRIVER, OR",United States,SUNRIVER,Non-Fatal,Substantial,N4604N,Cessna,340A,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,28-01-1983,2.0,0.0,1.0
20020917X02428,Accident,MKC82DA022,1982-01-28,"WENTZVILLE, MO",United States,WENTZVILLE,Non-Fatal,Substantial,N5333T,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,28-01-1983,1.0,0.0,1.0
20020917X02001,Accident,FTW82DA048,1982-01-28,"S. OF MORGAN CI, LA",United States,,Non-Fatal,Substantial,N6265E,Cessna,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,28-01-1983,2.0,0.0,1.0
20020917X02468,Accident,MKC82FA023,1982-01-29,"5M E. GREENSBUR, KS",United States,,Fatal(1),Destroyed,N1589E,Cessna,172N,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,29-01-1983,1.0,1.0,0.0
20020917X01758,Accident,ATL82FLG10,1982-01-29,"DARLINGTON, SC",United States,,Fatal(1),Destroyed,N1434Q,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,29-01-1983,1.0,1.0,0.0
20020917X01919,Accident,DEN82DA025,1982-01-29,"NEAR GILLETE, WY",United States,,Non-Fatal,Substantial,N758RD,Cessna,172,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,29-01-1983,2.0,0.0,1.0
20020917X02313,Accident,LAX82FVA11,1982-01-30,"OAKDALE, CA",United States,OAKDALE,Fatal(1),Substantial,N5173R,Cessna,TR182,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,30-01-1983,1.0,1.0,0.0
20020917X02168,Accident,LAX82DA057,1982-01-30,"ELKO, NV",United States,,Non-Fatal,Substantial,N35289,Cessna,177B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,30-01-1983,2.0,0.0,1.0
20020917X02167,Accident,LAX82DA056,1982-01-30,"BIG BEAR, CA",United States,BIG BEAR CITY,Non-Fatal,Substantial,N54288,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,30-01-1983,3.0,0.0,1.0
20020917X02003,Accident,FTW82DA050,1982-01-30,"BALD KNOB, AR",United States,BALD KNOB,Non-Fatal,Substantial,N3041N,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,30-01-1983,2.0,0.0,1.0
20020917X01920,Accident,DEN82DA026,1982-01-30,"BRYCE CANYON, UT",United States,BRYCE CANYON,Non-Fatal,Substantial,N5447E,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,30-01-1983,1.0,0.0,1.0
20020917X01664,Accident,ATL82DA045,1982-01-30,"CONYERS, GA",United States,WHISPERING PINES,Non-Fatal,Substantial,N42042,Cessna,182L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,30-01-1983,2.0,0.0,1.0
20020917X01663,Accident,ATL82DA044,1982-01-30,"CUMBERLAND ISLA, GA",United States,CANDLER HIGHPOINT,Non-Fatal,Substantial,N734YY,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,30-01-1983,3.0,0.0,1.0
20020917X02580,Accident,SEA82DA023,1982-01-30,"SINCLAIR ISLAND, WA",United States,SINCLAIR ISLAND,Non-Fatal,Substantial,N53294,Cessna,172P,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,Landing,30-01-1983,3.0,0.0,1.0
20020917X02482,Accident,NYC82DA017,1982-01-31,"CALDWELL, NJ",United States,ESSEX COUNTY AIRPORT,Non-Fatal,Substantial,N17065,Cessna,150L,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,31-01-1983,2.0,0.0,1.0
20020917X02344,Accident,MIA82DA040,1982-01-31,"NEW PORT RICHEY, FL",United States,WEST PASCO,Non-Fatal,Substantial,N5406M,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,31-01-1983,1.0,0.0,0.0
20020917X02169,Accident,LAX82DA058,1982-01-31,"EL CAJON, CA",United States,GRASS STRIP,Non-Fatal,Substantial,N2596K,Cessna,180K,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,31-01-1983,3.0,0.0,1.0
20020917X02005,Accident,FTW82DA052,1982-01-31,"ALBUQUERQUE, NM",United States,ALBUQUERQUE INTL.,Non-Fatal,Substantial,N89963,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,31-01-1983,2.0,0.0,1.0
20020917X02004,Accident,FTW82DA051,1982-01-31,"MCKINNEY, TX",United States,MCKINNEY,Non-Fatal,Substantial,N6409M,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,31-01-1983,1.0,0.0,1.0
20020917X02413,Accident,MIA82FLD13,1982-02-01,"CRYSTAL RIVER, FL",United States,CRYSTAL RIVER,Non-Fatal,Destroyed,N5111D,Cessna,172,1.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Takeoff,01-02-1983,2.0,0.0,0.0
20020917X02131,Accident,FTW82FQG14,1982-02-01,"PAMPA, TX",United States,,Fatal(2),Destroyed,N58947,Cessna,182,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Maneuvering,01-02-1983,2.0,1.0,0.0
